"DatasetId","ColumnVariableCode","ColumnVariableMeasurementUnit","ColumnVariableDescription"
"QS105EW","QS105EW0002","Count","Males"
"QS105EW","QS105EW0003","Count","Females"
"QS106EW","QS106EW0001","Count","All categories: Second address"
"QS106EW","QS106EW0002","Count","No second address"
"QS106EW","QS106EW0003","Count","Second address within the UK"
"QS106EW","QS106EW0004","Count","Second address outside the UK"
"QS108EW","QS108EW0001","Count","All categories: Living arrangements"
"QS108EW","QS108EW0002","Count","Living in a couple: Total"
"QS108EW","QS108EW0003","Count","Living in a couple: Married"
"QS108EW","QS108EW0004","Count","Living in a couple: Cohabiting (opposite-sex)"
"QS108EW","QS108EW0005","Count","Living in a couple: In a registered same-sex civil partnership or cohabiting (same-sex)"
"QS108EW","QS108EW0006","Count","Not living in a couple: Total"
"QS108EW","QS108EW0007","Count","Not living in a couple: Single (never married or never registered a same-sex civil partnership)"
"QS108EW","QS108EW0008","Count","Not living in a couple: Married or in a registered same-sex civil partnership"
"QS108EW","QS108EW0009","Count","Not living in a couple: Separated (but still legally married or still legally in a same-sex civil partnership)"
"QS108EW","QS108EW0010","Count","Not living in a couple: Divorced or formerly in a same-sex civil partnership which is now legally dissolved"
"QS108EW","QS108EW0011","Count","Not living in a couple: Widowed or surviving partner from a same-sex civil partnership"
"QS110EW","QS110EW0001","Count","All categories: Adult lifestage"
"QS110EW","QS110EW0002","Count","Age 16 to 24: Total"
"QS110EW","QS110EW0003","Count","Age 16 to 24: No dependent children in household"
"QS110EW","QS110EW0004","Count","Age 16 to 24: Dependent children in household"
"QS110EW","QS110EW0005","Count","Age 25 to 34: Total"
"QS110EW","QS110EW0006","Count","Age 25 to 34: No dependent children in household"
"QS110EW","QS110EW0007","Count","Age 25 to 34: Youngest dependent child in household aged 0 to 4"
"QS110EW","QS110EW0008","Count","Age 25 to 34: Youngest dependent child in household aged 5 to 10"
"QS110EW","QS110EW0009","Count","Age 25 to 34: Youngest dependent child in household aged 11 to 15"
"QS110EW","QS110EW0010","Count","Age 25 to 34: Youngest dependent child in household aged 16 to 18"
"QS110EW","QS110EW0011","Count","Age 35 to 54: Total"
"QS110EW","QS110EW0012","Count","Age 35 to 54: No dependent children in household"
"QS110EW","QS110EW0013","Count","Age 35 to 54: Youngest dependent child in household aged 0 to 4"
"QS110EW","QS110EW0014","Count","Age 35 to 54: Youngest dependent child in household aged 5 to 10"
"QS110EW","QS110EW0015","Count","Age 35 to 54: Youngest dependent child in household aged 11 to 15"
"QS110EW","QS110EW0016","Count","Age 35 to 54: Youngest dependent child in household aged 16 to 18"
"QS110EW","QS110EW0017","Count","Age 55 to 64: Total"
"QS110EW","QS110EW0018","Count","Age 55 to 64: One person household"
"QS110EW","QS110EW0019","Count","Age 55 to 64: Two or more person household: No dependent children"
"QS110EW","QS110EW0020","Count","Age 55 to 64: Dependent children in household"
"QS110EW","QS110EW0021","Count","Age 65 to 74: Total"
"QS110EW","QS110EW0022","Count","Age 65 to 74: One person household"
"QS110EW","QS110EW0023","Count","Age 65 to 74: Two or more person household: No dependent children"
"QS110EW","QS110EW0024","Count","Age 65 to 74: Dependent children in household"
"QS110EW","QS110EW0025","Count","Age 75 and over: Total"
"QS110EW","QS110EW0026","Count","Age 75 and over: One person household"
"QS110EW","QS110EW0027","Count","Age 75 and over: Two or more person household"
"QS111EW","QS111EW0001","Count","All categories: Household lifestage"
"QS111EW","QS111EW0002","Count","Age of HRP under 35: Total"
"QS111EW","QS111EW0003","Count","Age of HRP under 35: One person household"
"QS111EW","QS111EW0004","Count","Age of HRP under 35: Two or more person household: No dependent children"
"QS111EW","QS111EW0005","Count","Age of HRP under 35: Two or more person household: With dependent children"
"QS111EW","QS111EW0006","Count","Age of HRP 35 to 54: Total"
"QS111EW","QS111EW0007","Count","Age of HRP 35 to 54: One person household"
"QS111EW","QS111EW0008","Count","Age of HRP 35 to 54: Two or more person household: No dependent children"
"QS111EW","QS111EW0009","Count","Age of HRP 35 to 54: Two or more person household: With dependent children"
"QS111EW","QS111EW0010","Count","Age of HRP 55 to 64: Total"
"QS111EW","QS111EW0011","Count","Age of HRP 55 to 64: One person household"
"QS111EW","QS111EW0012","Count","Age of HRP 55 to 64: Two or more person household: No dependent children"
"QS111EW","QS111EW0013","Count","Age of HRP 55 to 64: Two or more person household: With dependent children"
"QS111EW","QS111EW0014","Count","Age of HRP 65 and over: Total"
"QS111EW","QS111EW0015","Count","Age of HRP 65 and over: One person household"
"QS111EW","QS111EW0016","Count","Age of HRP 65 and over: Two or more person household: No dependent children"
"QS111EW","QS111EW0017","Count","Age of HRP 65 and over: Two or more person household: With dependent children"
"QS112EW","QS112EW0001","Count","All categories: Household composition"
"QS112EW","QS112EW0002","Count","One person household: Total"
"QS112EW","QS112EW0003","Count","One person household: Aged 65 and over"
"QS112EW","QS112EW0004","Count","One person household: Other"
"QS112EW","QS112EW0005","Count","One family only: Total"
"QS112EW","QS112EW0006","Count","One family only: All aged 65 and over"
"QS112EW","QS112EW0007","Count","One family only: Married couple: Total"
"QS112EW","QS112EW0008","Count","One family only: Married couple: No children"
"QS112EW","QS112EW0009","Count","One family only: Married couple: One dependent child"
"QS112EW","QS112EW0010","Count","One family only: Married couple: Two or more dependent children"
"QS112EW","QS112EW0011","Count","One family only: Married couple: All children non-dependent"
"QS112EW","QS112EW0012","Count","One family only: Same-sex civil partnership couple: Total"
"QS112EW","QS112EW0013","Count","One family only: Same-sex civil partnership couple: No children"
"QS112EW","QS112EW0014","Count","One family only: Same-sex civil partnership couple: One dependent child"
"QS112EW","QS112EW0015","Count","One family only: Same-sex civil partnership couple: Two or more dependent children"
"QS112EW","QS112EW0016","Count","One family only: Same-sex civil partnership couple: All children non-dependent"
"QS112EW","QS112EW0017","Count","One family only: Cohabiting couple: Total"
"QS112EW","QS112EW0018","Count","One family only: Cohabiting couple: No children"
"QS112EW","QS112EW0019","Count","One family only: Cohabiting couple: One dependent child"
"QS112EW","QS112EW0020","Count","One family only: Cohabiting couple: Two or more dependent children"
"QS112EW","QS112EW0021","Count","One family only: Cohabiting couple: All children non-dependent"
"QS112EW","QS112EW0022","Count","One family only: Lone parent: Total"
"QS112EW","QS112EW0023","Count","One family only: Lone parent: One dependent child"
"QS112EW","QS112EW0024","Count","One family only: Lone parent: Two or more dependent children"
"QS112EW","QS112EW0025","Count","One family only: Lone parent: All children non-dependent"
"QS112EW","QS112EW0026","Count","Other household types: Total"
"QS112EW","QS112EW0027","Count","Other household types: With one dependent child"
"QS112EW","QS112EW0028","Count","Other household types: With two or more dependent children"
"QS112EW","QS112EW0029","Count","Other household types: All full-time students"
"QS112EW","QS112EW0030","Count","Other household types: All aged 65 and over"
"QS112EW","QS112EW0031","Count","Other household types: Other"
"QS113EW","QS113EW0001","Count","All categories: Household composition"
"QS113EW","QS113EW0002","Count","One person household: Total"
"QS113EW","QS113EW0003","Count","One person household: Aged 65 and over"
"QS113EW","QS113EW0004","Count","One person household: Other"
"QS113EW","QS113EW0005","Count","One family only: Total"
"QS113EW","QS113EW0006","Count","One family only: All aged 65 and over"
"QS113EW","QS113EW0007","Count","One family only: Married couple: Total"
"QS113EW","QS113EW0008","Count","One family only: Married couple: No children"
"QS113EW","QS113EW0009","Count","One family only: Married couple: One dependent child"
"QS113EW","QS113EW0010","Count","One family only: Married couple: Two or more dependent children"
"QS113EW","QS113EW0011","Count","One family only: Married couple: All children non-dependent"
"QS113EW","QS113EW0012","Count","One family only: Same-sex civil partnership couple: Total"
"QS113EW","QS113EW0013","Count","One family only: Same-sex civil partnership couple: No children"
"QS113EW","QS113EW0014","Count","One family only: Same-sex civil partnership couple: One dependent child"
"QS113EW","QS113EW0015","Count","One family only: Same-sex civil partnership couple: Two or more dependent children"
"QS113EW","QS113EW0016","Count","One family only: Same-sex civil partnership couple: All children non-dependent"
"QS113EW","QS113EW0017","Count","One family only: Cohabiting couple: Total"
"QS113EW","QS113EW0018","Count","One family only: Cohabiting couple: No children"
"QS113EW","QS113EW0019","Count","One family only: Cohabiting couple: One dependent child"
"QS113EW","QS113EW0020","Count","One family only: Cohabiting couple: Two or more dependent children"
"QS113EW","QS113EW0021","Count","One family only: Cohabiting couple: All children non-dependent"
"QS113EW","QS113EW0022","Count","One family only: Lone parent: Total"
"QS113EW","QS113EW0023","Count","One family only: Lone parent: One dependent child"
"QS113EW","QS113EW0024","Count","One family only: Lone parent: Two or more dependent children"
"QS113EW","QS113EW0025","Count","One family only: Lone parent: All children non-dependent"
"QS113EW","QS113EW0026","Count","Other household types: Total"
"QS113EW","QS113EW0027","Count","Other household types: With one dependent child"
"QS113EW","QS113EW0028","Count","Other household types: With two or more dependent children"
"QS113EW","QS113EW0029","Count","Other household types: All full-time students"
"QS113EW","QS113EW0030","Count","Other household types: All aged 65 and over"
"QS113EW","QS113EW0031","Count","Other household types: Other"
"QS114EW","QS114EW0001","Count","All categories: Household composition (alternative child and adult defintions)"
"QS114EW","QS114EW0002","Count","One person household: Total"
"QS114EW","QS114EW0003","Count","One person household: One person aged 65 and over"
"QS114EW","QS114EW0004","Count","One person household: One person aged under 65"
"QS114EW","QS114EW0005","Count","Other households: Total"
"QS114EW","QS114EW0006","Count","Other households: No adults or one adult and one or more children"
"QS114EW","QS114EW0007","Count","Other households: One adult aged 16 to 64 and one aged 65 and over and no children or two adults aged 65 and over and no children"
"QS114EW","QS114EW0008","Count","Other households: Two adults and one or two children"
"QS114EW","QS114EW0009","Count","Other households: Two adults aged 16 to 64 and no children"
"QS114EW","QS114EW0010","Count","Other households: Two adults and three or more children"
"QS114EW","QS114EW0011","Count","Other households: Three or more adults and one or more children"
"QS114EW","QS114EW0012","Count","Other households: Three or more adults and no children"
"QS115EW","QS115EW0001","Count","All categories: Household composition (alternative child and adult defintions)"
"QS115EW","QS115EW0002","Count","One person household: Total"
"QS115EW","QS115EW0003","Count","One person household: One person aged 65 and over"
"QS115EW","QS115EW0004","Count","One person household: One person aged under 65"
"QS115EW","QS115EW0005","Count","Other households: Total"
"QS115EW","QS115EW0006","Count","Other households: No adults or one adult and one or more children"
"QS115EW","QS115EW0007","Count","Other households: One adult aged 16 to 64 and one aged 65 and over and no children or two adults aged 65 and over and no children"
"QS115EW","QS115EW0008","Count","Other households: Two adults and one or two children"
"QS115EW","QS115EW0009","Count","Other households: Two adults aged 16 to 64 and no children"
"QS115EW","QS115EW0010","Count","Other households: Two adults and three or more children"
"QS115EW","QS115EW0011","Count","Other households: Three or more adults and one or more children"
"QS115EW","QS115EW0012","Count","Other households: Three or more adults and no children"
"QS116EW","QS116EW0001","Count","All categories: Household type"
"QS116EW","QS116EW0002","Count","One person household"
"QS116EW","QS116EW0003","Count","Married couple household: With dependent children"
"QS116EW","QS116EW0004","Count","Married couple household: No dependent children"
"QS116EW","QS116EW0005","Count","Same-sex civil partnership couple household: With dependent children"
"QS116EW","QS116EW0006","Count","Same-sex civil partnership couple household: No dependent children"
"QS116EW","QS116EW0007","Count","Cohabiting couple household: With dependent children"
"QS116EW","QS116EW0008","Count","Cohabiting couple household: No dependent children"
"QS116EW","QS116EW0009","Count","Lone parent household: With dependent children"
"QS116EW","QS116EW0010","Count","Lone parent household: No dependent children"
"QS116EW","QS116EW0011","Count","Multi-person household: All full-time students"
"QS116EW","QS116EW0012","Count","Multi-person household: Other"
"QS117EW","QS117EW0001","Count","All categories: Number of adults in household"
"QS117EW","QS117EW0002","Count","1 adult in household"
"QS117EW","QS117EW0003","Count","0 or multiple adults in household"
"QS118EW","QS118EW0001","Count","All categories: Dependent children in family"
"QS118EW","QS118EW0002","Count","No dependent children in family"
"QS118EW","QS118EW0003","Count","One dependent child in family aged 0 to 4"
"QS118EW","QS118EW0004","Count","One dependent child in family aged 5 to 11"
"QS118EW","QS118EW0005","Count","One dependent child in family aged 12 to 18"
"QS118EW","QS118EW0006","Count","Two dependent children in family; youngest aged 0 to 4"
"QS118EW","QS118EW0007","Count","Two dependent children in family; youngest aged 5 to 11"
"QS118EW","QS118EW0008","Count","Two dependent children in family; youngest aged 12 to 18"
"QS118EW","QS118EW0009","Count","Three or more dependent children in family; youngest aged 0 to 4"
"QS118EW","QS118EW0010","Count","Three or more dependent children in family; youngest aged 5 to 11"
"QS118EW","QS118EW0011","Count","Three or more dependent children in family; youngest aged 12 to 18"
"QS118EW","QS118EW0012","Count","Total dependent children"
"QS119EW","QS119EW0001","Count","All categories: Classification of household deprivation"
"QS119EW","QS119EW0002","Count","Household is not deprived in any dimension"
"QS119EW","QS119EW0003","Count","Household is deprived in 1 dimension"
"QS119EW","QS119EW0004","Count","Household is deprived in 2 dimensions"
"QS119EW","QS119EW0005","Count","Household is deprived in 3 dimensions"
"QS119EW","QS119EW0006","Count","Household is deprived in 4 dimensions"
"QS201EW","QS201EW0001","Count","All categories: Ethnic group"
